data_year,offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,age_range_low_num,age_range_high_num
2024,216175637,189975149,1,103,00,M,10,40,,
2024,216175638,189975149,2,103,00,M,10,20,,
2024,216221779,190016757,1,51,48,F,10,20,48,
2024,216221780,190016757,2,52,49,M,10,20,49,
2024,227031140,199464052,1,44,41,M,10,10,41,
2024,216221802,190016777,1,38,35,F,20,20,35,
2024,216221886,190016857,1,20,17,F,10,10,17,
2024,216221478,190016479,0,104,NS,X,99,50,,
2024,216221517,190016513,0,104,NS,X,99,50,,
2024,216221931,190016889,0,104,NS,X,99,50,,
2024,216174837,189974421,1,49,46,M,10,20,46,
2024,216221983,190016931,1,49,46,M,10,20,46,
2024,216222022,190016979,1,65,62,M,10,20,62,
2024,216221571,190016563,0,104,NS,X,99,50,,
2024,216221566,190016561,0,104,NS,X,99,50,,
2024,216221611,190016601,1,37,34,F,10,20,34,
2024,216221665,190016645,0,104,NS,X,99,50,,
2024,217993883,191570742,1,45,42,M,10,20,42,
2024,216221893,190016861,1,49,46,M,20,20,46,
2024,216221894,190016861,2,51,48,M,20,20,48,
2024,216221933,190016896,0,104,NS,X,99,50,,
2024,216221969,190016930,0,104,NS,X,99,50,,
2024,220768050,193997670,1,39,36,M,10,20,36,
2024,216222128,190017073,1,103,00,F,10,40,,
2024,216174889,189974471,1,28,25,M,10,20,25,
2024,216174893,189974471,2,30,27,F,10,20,27,
2024,216174894,189974471,3,28,25,M,10,40,25,
2024,216221913,190016877,1,64,61,M,10,20,61,
2024,216221945,190016903,1,22,19,F,10,20,19,
2024,216221971,190016934,1,49,46,F,10,20,46,
2024,216221977,190016934,2,48,45,F,10,20,45,
2024,216222017,190016971,1,71,68,F,10,20,68,
2024,223536326,196410632,0,104,NS,X,99,50,,
2024,216222084,190017032,1,58,55,M,10,20,55,
2024,216221509,190016510,1,28,25,M,10,20,25,
2024,216221551,190016542,0,104,NS,X,99,50,,
2024,216221590,190016582,1,64,61,M,10,20,61,
2024,216222067,190017019,1,46,43,M,10,20,43,
2024,216222105,190017058,0,104,NS,X,99,50,,
2024,216221603,190016593,1,28,25,M,10,40,25,
2024,216221655,190016641,1,29,26,F,10,20,26,
2024,216222146,190017093,0,104,NS,X,99,50,,
2024,216222204,190017139,0,104,NS,X,99,50,,
2024,216222247,190017183,0,104,NS,X,99,50,,
2024,216222068,190017018,1,39,36,M,10,20,36,
2024,216221497,190016495,1,70,67,M,10,20,67,
2024,216222104,190017055,1,22,19,M,10,20,19,
2024,217993951,191570803,1,44,41,M,10,20,41,
2024,216221581,190016572,0,104,NS,X,99,50,,
2024,216222150,190017094,1,44,41,F,10,20,41,
2024,216222203,190017142,0,104,NS,X,99,50,,
2024,220767759,193997433,1,30,27,M,10,20,27,
2024,216174951,189974523,0,104,NS,X,99,50,,
2024,216222159,190017107,1,38,35,F,10,20,35,
2024,216222210,190017148,1,34,31,M,10,20,31,
2024,216222263,190017192,1,45,42,M,10,10,42,
2024,227027030,199460228,1,35,32,F,10,20,32,
2024,216221658,190016647,0,104,NS,X,99,50,,
2024,216222314,190017243,1,16,13,M,10,20,13,
2024,216221500,190016498,0,104,NS,X,99,50,,
2024,216222004,190016960,1,29,26,M,10,20,26,
2024,220766310,193996112,1,56,53,M,10,20,53,
2024,216221633,190016622,1,28,25,M,10,20,25,
2024,216222274,190017207,1,41,38,M,10,10,38,
2024,216175001,189974570,1,26,23,F,10,40,23,
2024,216175003,189974570,2,39,36,M,10,10,36,
2024,216221677,190016663,0,104,NS,X,99,50,,
2024,216222359,190017284,1,103,00,F,10,20,,
2024,216222363,190017284,2,49,46,F,10,20,46,
2024,216222364,190017284,3,45,42,F,10,20,42,
2024,216222399,190017323,1,37,34,M,10,20,34,
2024,216175488,189975017,0,104,NS,X,99,50,,
2024,216222024,190016983,1,23,20,M,20,20,20,
2024,216222028,190016983,2,22,19,F,20,20,19,
2024,216221563,190016556,1,51,48,M,10,20,48,
2024,216222051,190017003,1,57,54,M,10,20,54,
2024,216221629,190016621,1,43,40,M,10,20,40,
2024,216222209,190017145,1,30,27,M,10,20,27,
2024,216222235,190017180,1,38,35,M,10,20,35,
2024,216221699,190016683,1,42,39,M,10,20,39,
2024,216221728,190016713,1,55,52,F,10,20,52,
2024,216221729,190016713,2,48,45,F,10,20,45,
2024,217993918,191570771,1,50,47,M,10,20,47,
2024,216222328,190017255,1,24,21,M,20,20,21,
2024,216221774,190016749,1,103,00,M,10,10,,
2024,216222388,190017310,1,33,30,M,10,40,30,
2024,216222142,190017081,1,39,36,M,10,20,36,
2024,216222143,190017081,2,40,37,F,10,20,37,
2024,216222177,190017118,1,103,00,F,10,40,,
2024,216222178,190017118,2,103,00,M,10,40,,
2024,216221653,190016639,0,104,NS,X,99,50,,
2024,216222218,190017152,1,24,21,M,10,20,21,
2024,216221694,190016678,1,17,14,M,10,20,14,
2024,216174865,189974444,1,33,30,M,10,20,30,
2024,216174866,189974444,2,36,33,F,10,20,33,
2024,216222295,190017224,1,35,32,F,20,20,32,
2024,216222360,190017283,1,34,31,F,10,20,31,
2024,216221723,190016708,1,24,21,F,20,20,21,
2024,216221730,190016708,2,21,18,M,20,20,18,
2024,216222272,190017205,1,57,54,F,10,20,54,
2024,216174920,189974498,1,42,39,M,10,20,39,
2024,216222315,190017244,1,35,32,M,10,20,32,
2024,216221770,190016745,1,21,18,F,10,20,18,
2024,216221820,190016793,0,104,NS,X,99,50,,
2024,216222370,190017294,1,83,80,M,10,20,80,
2024,217993983,191570833,1,60,57,F,10,10,57,
2024,216222416,190017336,1,37,34,M,10,20,34,
2024,216222464,190017382,1,40,37,M,10,20,37,
2024,216222513,190017422,1,58,55,M,10,20,55,
2024,216222592,190017491,1,20,17,F,10,40,17,
2024,216222468,190017378,1,36,33,F,10,20,33,
2024,216222472,190017378,2,24,21,M,10,40,21,
2024,216222473,190017378,3,25,22,M,10,20,22,
2024,216175046,189974609,1,34,31,M,10,20,31,
2024,220766389,193996185,1,55,52,F,10,20,50,55
2024,216222113,190017061,1,18,15,F,10,20,15,
2024,216222114,190017061,2,19,16,M,10,20,16,
2024,216175533,189975061,1,39,36,M,10,20,36,
2024,216221690,190016674,1,31,28,F,10,20,28,
2024,216174871,189974456,1,24,21,M,10,10,21,
2024,216221725,190016712,0,104,NS,X,99,50,,
2024,216221775,190016752,0,104,NS,X,99,50,,
2024,216221806,190016783,0,104,NS,X,99,50,,
2024,216222566,190017475,1,64,61,M,20,20,61,
2024,216222620,190017519,1,20,17,M,10,20,17,
2024,216221851,190016819,0,104,NS,X,99,50,,
2024,216221692,190016681,1,54,51,M,20,20,51,
2024,216222120,190017063,1,21,18,M,10,20,18,
2024,216221727,190016709,0,104,NS,X,99,50,,
2024,216174986,189974558,1,42,39,F,10,20,39,
2024,216174994,189974558,2,43,40,M,10,20,40,
2024,216222200,190017136,1,45,42,M,10,40,42,
2024,216222180,190017123,0,104,NS,X,99,50,,
2024,216221769,190016748,0,104,NS,X,99,50,,
2024,216222227,190017161,1,49,46,M,10,20,46,
2024,216222282,190017214,1,66,63,M,10,20,63,
2024,216221722,190016707,0,104,NS,X,99,50,,
2024,216222326,190017251,1,33,30,M,10,20,30,
2024,217994041,191570890,1,19,16,F,20,20,16,
2024,223535778,196410136,1,37,34,F,10,20,34,
2024,217994554,191571362,1,47,44,F,10,20,44,
2024,216221772,190016751,0,104,NS,X,99,50,,
2024,216221821,190016794,0,104,NS,X,99,50,,
2024,216221876,190016844,1,68,65,M,10,20,65,
2024,216222526,190017436,1,33,30,M,10,20,30,
2024,216222527,190017436,2,31,28,F,10,20,28,
2024,216222562,190017468,0,104,NS,X,99,50,,
2024,216222611,190017513,0,104,NS,X,99,50,,
2024,216222642,190017538,1,54,51,F,10,20,51,
2024,216222667,190017564,1,23,20,M,10,10,20,
2024,217993862,191570716,1,43,40,M,10,20,40,
2024,217993932,191570786,1,30,27,M,10,10,27,
2024,217993933,191570786,2,8,05,M,10,10,05,
2024,216221712,190016696,0,104,NS,X,99,50,,
2024,216221751,190016730,0,104,NS,X,99,50,,
2024,216221804,190016779,1,40,37,F,10,10,37,
2024,216222577,190017486,0,104,NS,X,99,50,,
2024,216222152,190017096,1,66,63,M,10,20,63,
2024,216221852,190016821,0,104,NS,X,99,50,,
2024,216221720,190016706,1,55,52,M,10,10,52,
2024,216175103,189974664,1,103,00,U,98,40,,
2024,216175176,189974722,1,46,43,M,10,20,43,
2024,216222196,190017125,0,104,NS,X,99,50,,
2024,216221767,190016744,0,104,NS,X,99,50,,
2024,216222242,190017170,1,26,23,F,20,20,23,
2024,216222284,190017216,1,32,29,M,10,20,29,
2024,217994018,191570867,1,23,20,M,10,20,20,
2024,216222379,190017303,0,104,NS,X,99,50,,
2024,217994102,191570947,0,104,NS,X,99,50,,
2024,216222362,190017287,1,41,38,M,10,20,38,
2024,216222401,190017327,0,104,NS,X,99,50,,
2024,230906520,202843526,1,51,48,F,10,20,48,
2024,216222512,190017420,1,34,31,M,10,10,31,
2024,216222585,190017492,1,43,40,M,10,10,40,
2024,216221816,190016788,1,20,17,M,10,20,17,
2024,216222606,190017508,1,54,51,F,10,20,51,
2024,216222358,190017285,0,104,NS,X,99,50,,
2024,216174919,189974496,1,40,37,M,10,40,37,
2024,216174923,189974496,2,50,47,F,10,20,47,
2024,220766444,193996237,1,32,29,F,10,20,29,
2024,216174977,189974554,0,104,NS,X,99,50,,
2024,220766507,193996294,1,53,50,U,98,40,02,98
2024,220766560,193996344,1,20,17,M,10,10,17,
2024,220766561,193996344,2,20,17,M,10,10,17,
2024,216221862,190016832,1,39,36,F,10,20,36,
2024,216221909,190016874,0,104,NS,X,99,50,,
2024,217994053,191570901,0,104,NS,X,99,50,,
2024,216175808,189975315,0,104,NS,X,99,50,,
2024,216174904,189974487,1,30,27,M,10,20,27,
2024,216175697,189975224,0,104,NS,X,99,50,,
2024,216175749,189975255,1,51,48,M,20,20,48,
2024,216175791,189975302,1,59,56,M,10,20,56,
2024,216175399,189974937,0,104,NS,X,99,50,,
2024,216175426,189974964,1,33,30,F,10,20,30,
2024,216174958,189974530,1,28,25,M,10,10,25,
2024,217994599,191571404,1,20,17,M,10,10,17,
2024,216175120,189974678,0,104,NS,X,99,50,,
2024,216175789,189975299,1,41,38,M,10,20,38,
2024,216174902,189974486,1,24,21,F,10,20,21,
2024,216174903,189974486,2,35,32,M,10,20,32,
2024,216174954,189974528,1,103,00,M,98,40,,
2024,216174955,189974528,2,103,00,M,98,40,,
2024,216175817,189975326,1,58,55,M,10,20,55,
2024,216175457,189974989,1,22,19,M,10,40,19,
2024,216175461,189974989,2,31,28,M,10,10,28,
2024,216175006,189974575,0,104,NS,X,99,50,,
2024,216175535,189975058,1,49,46,F,10,20,46,
2024,220766292,193996102,1,37,34,F,10,10,34,
2024,220766293,193996102,2,41,38,F,10,20,38,
2024,220766294,193996102,3,30,27,F,10,10,27,
2024,220766295,193996102,4,41,38,F,10,20,38,
2024,216175561,189975095,1,42,39,F,10,10,39,
2024,220766384,193996181,0,104,NS,X,99,50,,
2024,220766451,193996243,0,104,NS,X,99,50,,
2024,216175081,189974645,1,34,31,F,10,20,31,
2024,216175082,189974645,2,36,33,M,10,20,33,
2024,216175530,189975059,1,13,10,M,10,20,10,
2024,216174915,189974490,0,104,NS,X,99,50,,
2024,216175581,189975106,1,24,21,M,10,20,21,
2024,216174975,189974547,0,104,NS,X,99,50,,
2024,216175035,189974604,0,104,NS,X,99,50,,
2024,216175092,189974653,1,20,17,F,10,20,17,
2024,216175635,189975151,1,50,47,M,10,20,47,
2024,216175895,189975396,1,35,32,M,10,20,32,
2024,216175500,189975029,1,20,17,M,10,20,17,
2024,234006725,205541276,1,54,51,F,10,20,51,
2024,216175586,189975108,1,57,54,M,10,10,54,
2024,216175318,189974848,0,104,NS,X,99,50,,
2024,216174963,189974536,1,67,64,F,10,20,64,
2024,216175039,189974607,0,104,NS,X,99,50,,
2024,216175658,189975176,1,63,60,M,10,20,60,
2024,216175692,189975208,1,45,42,M,10,20,42,
2024,216175722,189975232,1,42,39,M,20,20,39,
2024,216175768,189975276,1,30,27,M,10,20,27,
2024,216175829,189975336,0,104,NS,X,99,50,,
2024,223535806,196410163,1,39,36,M,10,40,36,
2024,216175848,189975356,1,25,22,M,10,20,22,
2024,216175897,189975401,1,29,26,F,10,20,26,
2024,216175953,189975453,0,104,NS,X,99,50,,
2024,216176008,189975491,1,64,61,M,10,20,61,
2024,216175102,189974662,0,104,NS,X,99,50,,
2024,216175550,189975073,1,26,23,F,10,20,23,
2024,216175172,189974719,1,33,30,F,10,20,30,
2024,216175840,189975345,1,25,22,M,10,10,22,
2024,216175237,189974776,0,104,NS,X,99,50,,
2024,217993896,191570750,0,104,NS,X,99,50,,
2024,216174968,189974541,0,104,NS,X,99,50,,
2024,216175595,189975111,1,25,22,M,10,10,22,
2024,216175602,189975111,2,24,21,M,10,10,21,
2024,216175608,189975111,3,26,23,M,10,10,23,
2024,227027078,199460273,0,104,NS,X,99,50,,
2024,216175667,189975180,1,43,40,F,10,20,40,
